player_name,club,age,position,position_group_ws,apps,minutes_played,goals,assists,goals_per_90,assists_per_90,yellow_cards,shots_per_game,pass_success_pct,aerials_won,rating,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,avg_passes_per_game,crosses_per_game,long_balls_per_game,through_balls_per_game,xg,xg_diff,xg_per_shot,nationality,position_tm,contract_months_remaining,market_value_eur,position_group,is_striker,is_winger,is_attacking_mid,is_central_mid,is_cdm,is_fullback,is_goalkeeper,nationality_group,is_brazilian,is_french,is_english,is_spanish,is_german,is_argentinian,is_portuguese,is_african,is_asian,is_south_american_other
Mohamed Salah,Liverpool,33,FW,striker,38.0,3380.0,29.0,18.0,0.7722,0.4793,1.0,3.4,73.9,0.2,7.61,0.6,0.2,0.7,0.1,0.2,0.0,2.3,1.5,1.0,30.4,0.4,0.7,0.2,28.01,0.99,0.22,Egypt,Right Winger,18,50000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Bukayo Saka,Arsenal,24,M(CLR),central_mid,25.0,1737.0,6.0,10.0,0.3109,0.5181,3.0,2.7,84.3,0.4,7.37,1.2,0.1,0.6,0.2,0.4,0.0,2.3,1.6,1.6,23.9,1.5,0.3,0.0,8.01,-2.01,0.12,England,Right Winger,18,150000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Cole Palmer,Chelsea,23,FW,striker,37.0,3199.0,15.0,8.0,0.422,0.2251,7.0,3.4,83.1,0.1,7.33,0.9,0.3,0.4,0.5,0.4,0.0,2.4,1.4,1.6,35.4,0.9,2.5,0.3,16.89,-1.89,0.13,England,Attacking Midfield,18,120000000.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bryan Mbeumo,Brentford,26,FW,striker,38.0,3417.0,20.0,7.0,0.5268,0.1844,3.0,2.2,73.9,0.9,7.33,1.3,0.4,0.7,1.3,0.4,0.1,1.8,1.4,1.2,28.7,1.3,0.8,0.2,13.21,6.79,0.16,Cameroon,Right Winger,18,55000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Erling Haaland,Man City,25,FW,striker,31.0,2742.0,22.0,3.0,0.7221,0.0985,2.0,3.5,67.5,1.8,7.32,0.4,0.2,0.8,0.7,0.2,0.0,0.9,0.4,0.4,12.1,0.0,0.1,0.0,23.05,-1.05,0.21,Norway,Centre-Forward,18,180000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Matheus Cunha,Wolves,26,FW,striker,33.0,2604.0,15.0,6.0,0.5184,0.2074,4.0,3.3,79.3,0.4,7.32,1.2,0.5,1.3,0.6,0.8,0.0,1.7,1.8,2.2,28.8,0.8,1.5,0.2,8.7,6.3,0.08,Brazil,Centre-Forward,18,60000000.0,striker,1,0,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Alexander Isak,Newcastle,26,FW,striker,34.0,2774.0,23.0,6.0,0.7462,0.1947,1.0,2.9,77.1,0.8,7.3,0.4,0.1,0.8,0.5,0.3,0.1,1.2,1.2,0.4,19.4,0.1,0.4,0.1,21.32,1.68,0.22,Sweden,Centre-Forward,18,120000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Luis Díaz,Liverpool,29,FW,striker,36.0,2413.0,13.0,5.0,0.4849,0.1865,2.0,2.0,86.1,0.4,7.21,1.1,0.2,1.3,0.2,0.7,0.0,1.6,1.5,0.9,22.9,0.3,0.9,0.1,13.38,-0.38,0.19,Colombia,Left Winger,18,70000000.0,winger,0,1,0,0,0,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Bruno Fernandes,Man Utd,31,FW,striker,36.0,3024.0,8.0,10.0,0.2381,0.2976,3.0,2.7,81.5,0.6,7.2,2.3,0.7,0.9,0.8,1.4,0.2,2.5,0.8,1.1,56.1,1.2,4.5,0.4,9.91,-1.91,0.1,Portugal,Attacking Midfield,18,50000000.0,attacking_mid,0,0,1,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Antoine Semenyo,Bournemouth,26,FW,striker,37.0,3210.0,11.0,5.0,0.3084,0.1402,9.0,3.4,78.2,1.8,7.2,1.5,0.3,2.0,0.9,0.7,0.2,1.2,1.9,1.0,26.9,0.2,0.5,0.1,12.87,-1.87,0.1,Ghana,Right Winger,18,40000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Amad Diallo,Man Utd,23,M(CR),central_mid,26.0,1903.0,8.0,6.0,0.3783,0.2838,5.0,1.8,85.9,0.4,7.17,1.5,0.4,0.8,0.6,0.5,0.1,1.9,1.6,1.1,32.8,0.7,0.5,0.0,4.51,3.49,0.1,Cote d'Ivoire,Right Winger,18,45000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jarrod Bowen,West Ham,29,FW,striker,34.0,2980.0,13.0,8.0,0.3926,0.2416,1.0,2.6,79.1,0.4,7.15,1.2,0.5,0.6,0.6,0.6,0.1,1.5,1.3,1.5,20.6,0.8,0.6,0.1,9.7,3.3,0.11,England,Right Winger,18,40000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Omar Marmoush,Man City,27,FW,striker,16.0,1183.0,7.0,0.0,0.5325,0.0,0.0,3.1,84.3,0.3,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Egypt,Centre-Forward,18,75000000.0,striker,1,0,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Brandon Austin,Tottenham,27,GK,goalkeeper,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,4.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,Goalkeeper,18,600000.0,goalkeeper,0,0,0,0,0,0,1,english,0,0,1,0,0,0,0,0,0,0
Daniel Muñoz,Crystal Palace,29,M(R),winger,37.0,3233.0,4.0,5.0,0.1114,0.1392,10.0,1.0,75.1,1.6,7.11,3.3,1.2,1.5,2.5,1.1,0.2,1.2,0.6,0.5,30.7,0.5,0.8,0.0,5.4,-1.4,0.15,Colombia,Right-Back,18,25000000.0,fullback,0,0,0,0,0,1,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Jérémy Doku,Man City,23,M(CLR),central_mid,29.0,1515.0,3.0,6.0,0.1782,0.3564,1.0,1.0,84.4,0.0,7.11,1.1,0.1,0.3,0.1,0.2,0.0,1.1,3.7,1.1,24.1,0.4,0.2,0.1,1.68,1.32,0.06,Belgium,Left Winger,18,50000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Antonín Kinsky,Tottenham,23,GK,goalkeeper,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,0.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Czech Republic,Goalkeeper,18,15000000.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
James Tarkowski,Everton,33,D(C),centre_back,33.0,2924.0,1.0,1.0,0.0308,0.0308,6.0,0.5,81.6,3.1,7.09,1.9,1.2,1.1,6.3,0.5,1.3,0.5,0.2,0.8,38.7,0.0,3.9,0.1,1.41,-0.41,0.09,England,Centre-Back,18,9000000.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Declan Rice,Arsenal,27,DMC,cdm,35.0,2833.0,4.0,7.0,0.1271,0.2224,5.0,1.4,89.8,1.1,7.09,1.5,0.7,0.6,1.4,0.7,0.4,1.7,0.4,0.5,42.2,1.3,1.7,0.0,3.65,0.35,0.08,England,Central Midfield,18,120000000.0,central_mid,0,0,0,1,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Eberechi Eze,Crystal Palace,27,AM(CLR),attacking_mid,34.0,2604.0,8.0,8.0,0.2765,0.2765,1.0,3.0,81.5,0.2,7.09,1.1,0.3,0.4,0.2,0.6,0.0,1.7,2.0,1.5,26.9,0.9,1.1,0.1,10.45,-2.45,0.1,England,Attacking Midfield,18,55000000.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Alexis Mac Allister,Liverpool,27,FW,striker,35.0,2608.0,5.0,5.0,0.1725,0.1725,6.0,1.1,87.2,0.5,7.08,2.7,0.6,1.8,0.8,1.4,0.2,1.3,0.5,1.1,40.7,0.6,1.4,0.1,3.19,1.81,0.08,Argentina,Central Midfield,18,100000000.0,central_mid,0,0,0,1,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Youri Tielemans,Aston Villa,28,M(C),central_mid,36.0,3033.0,3.0,7.0,0.089,0.2077,4.0,1.1,86.0,0.7,7.08,2.3,0.6,1.1,1.3,0.9,0.4,1.7,0.9,1.6,53.7,0.8,2.3,0.3,3.74,-0.74,0.09,Belgium,Central Midfield,18,38000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,Liverpool,34,D(C),centre_back,37.0,3330.0,3.0,1.0,0.0811,0.027,5.0,0.7,91.7,3.2,7.07,1.0,1.5,0.5,5.1,0.2,0.4,0.3,0.1,0.4,79.0,0.0,4.2,0.0,2.66,0.34,0.1,Netherlands,Centre-Back,18,23000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Aaron Wan-Bissaka,West Ham,28,M(R),winger,36.0,3155.0,2.0,5.0,0.0571,0.1426,1.0,0.4,82.8,0.6,7.07,1.9,1.8,0.7,3.1,0.3,0.3,0.9,1.8,0.8,41.8,0.4,0.8,0.1,1.13,0.87,0.07,DR Congo,Right-Back,18,24000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Antonee Robinson,Fulham,28,M(L),winger,36.0,3167.0,0.0,10.0,0.0,0.2842,8.0,0.4,81.0,1.4,7.07,2.6,1.7,0.9,3.4,1.4,0.3,1.2,1.1,0.6,45.2,1.2,1.9,0.0,0.95,-0.95,0.06,United States,Left-Back,18,35000000.0,fullback,0,0,0,0,0,1,0,other_europe,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,Liverpool,27,M(R),winger,33.0,2378.0,3.0,6.0,0.1135,0.2271,5.0,1.4,77.7,0.1,7.06,2.2,0.9,0.3,1.5,1.7,0.3,1.6,0.5,0.3,49.0,1.2,3.8,0.2,2.04,0.96,0.05,England,Right-Back,18,75000000.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Neto,Bournemouth,36,GK,goalkeeper,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,7.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil,Goalkeeper,18,1500000.0,goalkeeper,0,0,0,0,0,0,1,brazilian,1,0,0,0,0,0,0,0,0,0
Moisés Caicedo,Chelsea,24,DMC,cdm,38.0,3356.0,1.0,2.0,0.0268,0.0536,11.0,0.5,90.2,0.9,7.02,3.0,1.3,1.8,1.4,0.8,0.3,0.8,0.8,1.5,56.7,0.1,2.5,0.1,0.88,0.12,0.04,Ecuador,Defensive Midfield,18,90000000.0,cdm,0,0,0,0,1,0,0,south_american_other,0,0,0,0,0,0,0,0,0,1
Mikkel Damsgaard,Brentford,25,AM(CL),attacking_mid,38.0,2930.0,2.0,10.0,0.0614,0.3072,2.0,0.9,77.6,0.3,7.01,2.2,0.7,0.5,0.8,1.3,0.1,1.7,1.3,0.7,36.0,0.9,1.6,0.3,3.11,-1.11,0.09,Denmark,Attacking Midfield,18,28000000.0,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Jacob Murphy,Newcastle,31,M(LR),winger,35.0,2380.0,8.0,12.0,0.3025,0.4538,4.0,1.2,75.5,0.1,7.01,0.8,0.4,0.3,0.8,0.7,0.0,1.2,1.0,0.4,24.1,0.6,0.7,0.1,6.17,1.83,0.14,England,Right Winger,18,16000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Yoane Wissa,Brentford,29,FW,striker,35.0,2930.0,19.0,4.0,0.5836,0.1229,5.0,2.6,79.6,0.9,7.0,0.6,0.2,1.0,0.5,0.5,0.2,0.8,0.4,1.5,16.1,0.0,0.4,0.0,20.19,-1.19,0.22,DR Congo,Centre-Forward,18,32000000.0,striker,1,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Son Heung-Min,Tottenham,33,FW,striker,30.0,2118.0,7.0,9.0,0.2975,0.3824,1.0,1.9,84.0,0.2,7.0,0.6,0.2,0.2,0.5,0.7,0.0,1.7,1.0,0.9,27.8,0.6,0.5,0.1,8.41,-1.41,0.15,"Korea, South",Left Winger,18,20000000.0,winger,0,1,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Josko Gvardiol,Man City,24,D(CL),centre_back,37.0,3280.0,5.0,0.0,0.1372,0.0,2.0,1.1,91.4,1.5,7.0,1.6,1.2,0.4,3.0,0.5,0.5,0.7,0.7,0.7,68.3,0.1,1.8,0.1,5.01,-0.01,0.13,Croatia,Centre-Back,18,75000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Kai Havertz,Arsenal,26,FW,striker,23.0,1875.0,9.0,3.0,0.432,0.144,5.0,2.3,79.8,2.8,7.0,0.7,0.3,1.7,1.4,0.5,0.2,0.7,0.4,1.0,21.8,0.1,0.0,0.0,11.81,-2.81,0.22,Germany,Centre-Forward,18,65000000.0,striker,1,0,0,0,0,0,0,german,0,0,0,0,1,0,0,0,0,0
Mark Flekken,Brentford,32,GK,goalkeeper,37.0,3276.0,0.0,2.0,0.0,0.0549,1.0,0.0,71.8,0.1,6.99,0.1,0.0,0.0,1.2,0.2,0.0,0.1,0.0,0.1,42.9,0.0,9.1,0.0,0.0,0.0,0.0,Netherlands,Goalkeeper,18,10000000.0,goalkeeper,0,0,0,0,0,0,1,other_europe,0,0,0,0,0,0,0,0,0,0
Iliman Ndiaye,Everton,26,FW,striker,33.0,2441.0,9.0,0.0,0.3318,0.0,3.0,1.1,84.9,0.2,6.99,1.6,0.6,0.7,0.5,0.8,0.2,0.5,2.1,1.6,20.9,0.3,0.5,0.0,6.55,2.45,0.18,Senegal,Right Winger,18,22000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
James Maddison,Tottenham,29,AM(CLR),attacking_mid,31.0,1818.0,9.0,7.0,0.4455,0.3465,6.0,1.3,86.7,0.2,6.98,1.0,0.4,1.0,0.5,0.6,0.1,1.3,1.1,2.1,37.0,0.7,1.3,0.2,6.33,2.67,0.16,England,Attacking Midfield,18,42000000.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Bruno Guimarães,Newcastle,28,DMC,cdm,38.0,3286.0,5.0,6.0,0.1369,0.1643,7.0,1.2,83.7,0.5,6.98,2.2,0.8,1.7,1.1,0.9,0.3,1.4,0.9,2.8,46.3,0.2,2.3,0.3,4.43,0.57,0.1,Brazil,Central Midfield,18,80000000.0,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,Man City,34,FW,striker,28.0,1707.0,4.0,7.0,0.2109,0.3691,2.0,2.0,83.0,0.2,6.97,0.6,0.3,0.6,0.3,0.6,0.0,2.0,0.5,0.6,36.7,1.4,1.3,0.3,5.44,-1.44,0.1,Belgium,Attacking Midfield,18,20000000.0,attacking_mid,0,0,1,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Mateo Kovacic,Man City,31,M(CL),central_mid,31.0,2205.0,6.0,2.0,0.2449,0.0816,5.0,1.5,92.8,0.3,6.97,2.2,0.8,0.8,0.7,1.1,0.0,1.1,0.7,0.8,60.6,0.0,1.4,0.2,2.08,3.92,0.05,Croatia,Central Midfield,18,20000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Pedro Porro,Tottenham,26,M(R),winger,33.0,2609.0,2.0,6.0,0.069,0.207,5.0,1.2,76.0,0.4,6.95,2.0,1.1,0.8,2.2,1.0,0.5,1.7,0.4,1.0,43.6,1.8,2.5,0.0,1.61,0.39,0.04,Spain,Right-Back,18,38000000.0,fullback,0,0,0,0,0,1,0,spanish,0,0,0,1,0,0,0,0,0,0
Christian Nørgaard,Brentford,32,DMC,cdm,34.0,2831.0,5.0,4.0,0.159,0.1272,8.0,1.1,82.7,1.5,6.95,2.3,1.4,1.3,1.9,1.0,0.6,0.5,0.2,0.8,41.0,0.1,1.9,0.0,5.73,-0.73,0.15,Denmark,Defensive Midfield,18,11000000.0,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,Wolves,24,M(L),winger,37.0,3129.0,4.0,7.0,0.1151,0.2013,5.0,1.0,86.7,0.6,6.95,2.4,0.7,0.8,1.8,0.7,0.2,1.2,1.7,1.2,37.2,0.7,0.6,0.1,3.58,0.42,0.1,Algeria,Left-Back,18,35000000.0,fullback,0,0,0,0,0,1,0,african,0,0,0,0,0,0,0,1,0,0
Enzo Fernández,Chelsea,25,M(C),central_mid,36.0,2948.0,6.0,7.0,0.1832,0.2137,8.0,1.5,83.7,0.4,6.95,1.8,0.4,1.4,0.6,1.5,0.2,2.2,0.7,1.5,49.4,0.7,2.8,0.2,6.13,-0.13,0.12,Argentina,Central Midfield,18,75000000.0,central_mid,0,0,0,1,0,0,0,argentinian,0,0,0,0,0,1,0,0,0,0
Ryan Gravenberch,Liverpool,23,DMC,cdm,37.0,3169.0,0.0,4.0,0.0,0.1136,6.0,0.5,89.5,0.7,6.94,1.9,1.6,1.3,1.5,0.6,0.3,0.7,1.0,1.4,51.5,0.1,1.1,0.2,1.42,-1.42,0.07,Netherlands,Defensive Midfield,18,75000000.0,cdm,0,0,0,0,1,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,Fulham,29,M(CLR),central_mid,38.0,2999.0,9.0,6.0,0.2701,0.1801,1.0,1.8,80.0,0.2,6.94,1.2,0.4,0.5,0.7,0.3,0.0,1.6,1.3,0.5,36.2,0.7,1.5,0.2,5.13,3.87,0.08,Nigeria,Left Winger,18,28000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Dango Ouattara,Bournemouth,24,FW,striker,32.0,2009.0,7.0,4.0,0.3136,0.1792,3.0,1.9,65.9,1.4,6.94,1.1,0.3,0.5,1.5,0.8,0.3,1.1,1.2,0.6,15.5,0.5,0.3,0.0,10.29,-3.29,0.17,Burkina Faso,Right Winger,18,28000000.0,winger,0,1,0,0,0,0,0,african,0,0,0,0,0,0,0,1,0,0
Lewis Hall,Newcastle,21,M(L),winger,27.0,2193.0,0.0,4.0,0.0,0.1642,3.0,0.4,85.4,1.1,6.93,2.1,0.7,0.3,1.9,1.3,0.7,1.3,0.4,0.8,48.6,1.2,2.1,0.0,0.47,-0.47,0.04,England,Left-Back,18,32000000.0,fullback,0,0,0,0,0,1,0,english,0,0,1,0,0,0,0,0,0,0
Nathan Collins,Brentford,24,D(CR),centre_back,38.0,3420.0,2.0,3.0,0.0526,0.0789,5.0,0.4,86.3,3.1,6.93,1.1,0.9,0.8,5.8,0.4,1.5,0.3,0.2,0.8,51.6,0.1,2.1,0.1,3.15,-1.15,0.19,Ireland,Centre-Back,18,28000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Dean Huijsen,Bournemouth,20,D(C),centre_back,32.0,2422.0,3.0,2.0,0.1115,0.0743,10.0,0.6,84.2,2.1,6.93,1.1,1.6,1.0,6.1,0.3,0.9,0.5,0.1,0.3,50.0,0.1,4.0,0.0,1.94,1.06,0.11,Spain,Centre-Back,18,60000000.0,centre_back,0,0,0,0,0,0,0,spanish,0,0,0,1,0,0,0,0,0,0
Joelinton,Newcastle,29,FW,striker,29.0,2405.0,4.0,3.0,0.1497,0.1123,10.0,1.6,83.8,2.0,6.93,2.0,0.8,2.0,1.6,0.7,0.2,0.8,0.5,1.2,34.8,0.1,0.6,0.2,4.61,-0.61,0.1,Brazil,Central Midfield,18,35000000.0,central_mid,0,0,0,1,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Thomas Partey,Arsenal,32,M(CR),central_mid,35.0,2799.0,4.0,2.0,0.1286,0.0643,4.0,0.7,88.6,0.8,6.93,2.5,1.0,1.3,1.3,0.9,0.3,0.6,0.7,0.9,52.6,0.1,1.7,0.1,2.86,1.14,0.11,Ghana,Defensive Midfield,18,14000000.0,cdm,0,0,0,0,1,0,0,african,0,0,0,0,0,0,0,1,0,0
Morgan Rogers,Aston Villa,23,FW,striker,37.0,3131.0,8.0,10.0,0.23,0.2874,10.0,1.5,75.3,0.4,6.92,1.2,0.2,1.4,0.5,0.6,0.2,1.4,1.8,1.4,23.4,0.1,0.8,0.3,8.06,-0.06,0.15,England,Attacking Midfield,18,55000000.0,attacking_mid,0,0,1,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Kaoru Mitoma,Brighton,28,M(L),winger,36.0,2612.0,10.0,4.0,0.3446,0.1378,1.0,1.6,80.8,0.8,6.92,1.3,0.4,1.1,0.2,0.8,0.1,1.0,1.4,0.7,24.7,0.3,0.4,0.1,10.66,-0.66,0.19,Japan,Left Winger,18,40000000.0,winger,0,1,0,0,0,0,0,asian,0,0,0,0,0,0,0,0,1,0
Ryan Christie,Bournemouth,31,FW,striker,29.0,2131.0,2.0,3.0,0.0845,0.1267,9.0,1.1,82.1,0.8,6.92,1.9,1.0,1.5,1.7,1.3,0.4,1.4,0.8,1.1,34.4,0.5,1.9,0.1,1.83,0.17,0.06,Scotland,Central Midfield,18,10000000.0,central_mid,0,0,0,1,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Trevoh Chalobah,Crystal Palace,26,DMC,cdm,12.0,1063.0,3.0,0.0,0.254,0.0,1.0,0.9,79.8,1.8,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,Centre-Back,18,25000000.0,centre_back,0,0,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
Jason Steele,Brighton,35,GK,goalkeeper,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,0.5,6.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,England,Goalkeeper,18,1500000.0,goalkeeper,0,0,0,0,0,0,1,english,0,0,1,0,0,0,0,0,0,0
Savinho,Man City,21,AM(CLR),attacking_mid,29.0,1773.0,1.0,8.0,0.0508,0.4061,3.0,1.9,87.3,0.0,6.91,0.8,0.2,0.6,0.3,0.3,0.1,1.6,1.8,1.0,26.3,0.6,0.7,0.1,5.3,-4.3,0.1,Brazil,Left Winger,18,50000000.0,winger,0,1,0,0,0,0,0,brazilian,1,0,0,0,0,0,0,0,0,0
Bernardo Silva,Man City,31,FW,striker,33.0,2668.0,4.0,4.0,0.1349,0.1349,7.0,1.0,89.0,0.2,6.91,1.7,0.7,0.8,0.9,0.9,0.2,1.6,0.8,1.0,50.8,0.4,1.4,0.1,4.29,-0.29,0.13,Portugal,Attacking Midfield,18,38000000.0,attacking_mid,0,0,1,0,0,0,0,portuguese,0,0,0,0,0,0,1,0,0,0
Gabriel Magalhães,Arsenal,28,D(C),centre_back,28.0,2366.0,3.0,1.0,0.1141,0.038,4.0,0.8,90.7,2.0,6.91,0.9,0.6,0.7,3.2,0.1,1.0,0.5,0.1,0.7,58.1,0.0,2.0,0.0,3.69,-0.69,0.17,other_europe,D(C),18,75000000.0,centre_back,0,0,0,0,0,0,0,other_europe,0,0,0,0,0,0,0,0,0,0
Dwight McNeil,Everton,26,M(CLR),central_mid,21.0,1371.0,4.0,6.0,0.2626,0.3939,1.0,1.2,82.6,0.1,6.91,0.6,0.3,0.3,0.1,0.6,0.0,1.8,1.1,0.9,24.0,1.9,0.8,0.3,1.3,2.7,0.05,England,Left Winger,18,25000000.0,winger,0,1,0,0,0,0,0,english,0,0,1,0,0,0,0,0,0,0
